platform,type,country,release_year,rating,genre,count
Amazon,Movie,Afghanistan,2017,13+,Drama,1
Amazon,Movie,Albania,2020,18+,Drama,1
Amazon,Movie,Australia,2002,13+,Arthouse,1
Amazon,Movie,Australia,2002,13+,Drama,1
Amazon,Movie,Australia,2014,13+,Documentary,1
Amazon,Movie,Australia,2017,13+,Documentary,1
Amazon,Movie,Australia,2017,R,Action,1
Amazon,Movie,Australia,2020,13+,Documentary,1
Amazon,Movie,Australia,2020,16+,Documentary,1
Amazon,Movie,Austria,2009,13+,Action,1
Amazon,Movie,Austria,2009,13+,Comedy,1
Amazon,Movie,Austria,2009,13+,Documentary,1
Amazon,Movie,Austria,2016,13+,Comedy,1
Amazon,Movie,Austria,2016,13+,Drama,1
Amazon,Movie,Austria,2020,R,Drama,1
Amazon,Movie,Austria,2020,R,Suspense,1
Amazon,Movie,Belgium,2015,PG-13,Action,1
Amazon,Movie,Belgium,2015,R,Action,1
Amazon,Movie,Belgium,2015,R,Comedy,1
Amazon,Movie,Belgium,2016,R,Horror,1
Amazon,Movie,Belgium,2016,R,Suspense,1
Amazon,Movie,Belgium,2018,18+,Action,1
Amazon,Movie,Belgium,2018,18+,Suspense,1
Amazon,Movie,Belgium,2019,R,Action,1
Amazon,Movie,Belgium,2019,R,Adventure,1
Amazon,Movie,Belgium,2019,R,Western,1
Amazon,Movie,Brazil,2005,PG-13,Action,1
Amazon,Movie,Brazil,2005,PG-13,Science Fiction,1
Amazon,Movie,Brazil,2006,13+,Action,1
Amazon,Movie,Brazil,2014,16+,LGBTQ,1
Amazon,Movie,Brazil,2014,16+,Romance,1
Amazon,Movie,Brazil,2019,R,Drama,1
Amazon,Movie,Brazil,2019,R,Horror,1
Amazon,Movie,Brazil,2020,13+,Action,1
Amazon,Movie,Brazil,2020,13+,Adventure,1
Amazon,Movie,Brazil,2020,13+,Science Fiction,1
Amazon,Movie,Canada,1989,R,Comedy,1
Amazon,Movie,Canada,1989,R,Horror,1
Amazon,Movie,Canada,1989,R,Suspense,1
Amazon,Movie,Canada,2002,PG-13,Suspense,1
Amazon,Movie,Canada,2007,13+,Documentary,3
Amazon,Movie,Canada,2007,13+,Special Interest,2
Amazon,Movie,Canada,2008,16+,Documentary,1
Amazon,Movie,Canada,2008,18+,Drama,1
Amazon,Movie,Canada,2009,R,Arts,1
Amazon,Movie,Canada,2009,R,Comedy,1
Amazon,Movie,Canada,2009,R,Culture,1
Amazon,Movie,Canada,2009,R,Entertainment,1
Amazon,Movie,Canada,2009,R,Horror,1
Amazon,Movie,Canada,2011,13+,Documentary,1
Amazon,Movie,Canada,2011,R,Action,1
Amazon,Movie,Canada,2011,R,Drama,1
Amazon,Movie,Canada,2011,R,Suspense,1
Amazon,Movie,Canada,2012,13+,Documentary,1
Amazon,Movie,Canada,2012,13+,Drama,1
Amazon,Movie,Canada,2012,18+,Action,1
Amazon,Movie,Canada,2012,18+,Drama,1
Amazon,Movie,Canada,2012,18+,Western,1
Amazon,Movie,Canada,2012,R,Action,2
Amazon,Movie,Canada,2012,R,Horror,1
Amazon,Movie,Canada,2012,R,Science Fiction,2
Amazon,Movie,Canada,2013,R,Action,1
Amazon,Movie,Canada,2013,R,Suspense,1
Amazon,Movie,Canada,2014,13+,Documentary,1
Amazon,Movie,Canada,2014,13+,Special Interest,1
Amazon,Movie,Canada,2014,Other,Comedy,1
Amazon,Movie,Canada,2014,Other,Drama,1
Amazon,Movie,Canada,2015,13+,Documentary,1
Amazon,Movie,Canada,2015,13+,Special Interest,1
Amazon,Movie,Canada,2016,Other,Adventure,1
Amazon,Movie,Canada,2016,Other,Kids,1
Amazon,Movie,Canada,2017,All Ages,Drama,1
Amazon,Movie,Canada,2017,All Ages,International,1
Amazon,Movie,Canada,2017,Other,Action,1
Amazon,Movie,Canada,2017,Other,Science Fiction,1
Amazon,Movie,Canada,2017,Other,Suspense,1
Amazon,Movie,Canada,2017,R,Drama,1
Amazon,Movie,Canada,2018,16+,Horror,1
Amazon,Movie,Canada,2018,PG,Drama,1
Amazon,Movie,Canada,2018,R,Action,1
Amazon,Movie,Canada,2018,R,Adventure,1
Amazon,Movie,Canada,2019,R,Comedy,1
Amazon,Movie,Canada,2019,R,Drama,3
Amazon,Movie,Canada,2019,R,Horror,1
Amazon,Movie,Canada,2019,R,Romance,1
Amazon,Movie,Canada,2019,R,Young Adult Audience,1
Amazon,Movie,Canada,2020,16+,Drama,1
Amazon,Movie,Canada,2020,16+,LGBTQ,1
Amazon,Movie,Canada,2020,R,Arts,1
Amazon,Movie,Canada,2020,R,Culture,1
Amazon,Movie,Canada,2020,R,Drama,1
Amazon,Movie,Canada,2020,R,Entertainment,1
Amazon,Movie,Canada,2020,R,Suspense,1
Amazon,Movie,China,2015,PG-13,Action,1
Amazon,Movie,China,2017,All Ages,Drama,1
Amazon,Movie,China,2017,All Ages,International,1
Amazon,Movie,China,2019,13+,Arthouse,1
Amazon,Movie,China,2019,13+,Arts,2
Amazon,Movie,China,2019,13+,Comedy,2
Amazon,Movie,China,2019,13+,Culture,2
Amazon,Movie,China,2019,13+,Drama,1
Amazon,Movie,China,2019,13+,Entertainment,2
Amazon,Movie,China,2020,PG,Comedy,2
Amazon,Movie,China,2020,PG,Kids,2
Amazon,Movie,Colombia,2017,R,Action,1
Amazon,Movie,Czech Republic,2001,13+,Drama,1
Amazon,Movie,Denmark,1994,PG-13,Action,1
Amazon,Movie,Denmark,1994,PG-13,Adventure,1
Amazon,Movie,Denmark,1994,PG-13,Comedy,1
Amazon,Movie,Denmark,2001,13+,Drama,1
Amazon,Movie,Denmark,2014,13+,Drama,1
Amazon,Movie,Denmark,2014,13+,Suspense,1
Amazon,Movie,Denmark,2016,R,Drama,1
Amazon,Movie,Denmark,2016,R,Horror,1
Amazon,Movie,Denmark,2016,R,International,1
Amazon,Movie,Denmark,2016,R,Suspense,1
Amazon,Movie,Denmark,2017,13+,Documentary,1
Amazon,Movie,Egypt,2005,7+,Comedy,1
Amazon,Movie,Egypt,2005,7+,Romance,1
Amazon,Movie,France,1994,PG-13,Action,1
Amazon,Movie,France,1994,PG-13,Adventure,1
Amazon,Movie,France,1994,PG-13,Comedy,1
Amazon,Movie,France,1994,PG-13,Science Fiction,1
Amazon,Movie,France,1994,PG-13,Suspense,1
Amazon,Movie,France,2012,R,Action,2
Amazon,Movie,France,2012,R,Horror,1
Amazon,Movie,France,2012,R,Science Fiction,2
Amazon,Movie,France,2013,13+,Documentary,1
Amazon,Movie,France,2013,13+,Special Interest,1
Amazon,Movie,France,2015,13+,Documentary,1
Amazon,Movie,France,2015,13+,Special Interest,1
Amazon,Movie,France,2015,18+,Action,1
Amazon,Movie,France,2015,18+,Horror,1
Amazon,Movie,France,2015,PG-13,Action,1
Amazon,Movie,France,2015,R,Action,1
Amazon,Movie,France,2015,R,Comedy,1
Amazon,Movie,France,2016,7+,Documentary,1
Amazon,Movie,France,2016,7+,Special Interest,1
Amazon,Movie,France,2016,PG-13,Drama,1
Amazon,Movie,France,2016,R,Drama,1
Amazon,Movie,France,2016,R,Horror,1
Amazon,Movie,France,2016,R,International,1
Amazon,Movie,France,2016,R,Suspense,1
Amazon,Movie,France,2017,13+,Drama,1
Amazon,Movie,France,2018,13+,Drama,1
Amazon,Movie,France,2018,13+,Romance,1
Amazon,Movie,France,2018,13+,Suspense,1
Amazon,Movie,France,2018,Other,Horror,1
Amazon,Movie,France,2018,Other,Suspense,1
Amazon,Movie,France,2018,R,Arthouse,1
Amazon,Movie,France,2018,R,Comedy,1
Amazon,Movie,France,2018,R,Drama,1
Amazon,Movie,France,2019,R,Action,1
Amazon,Movie,France,2019,R,Adventure,1
Amazon,Movie,France,2019,R,Western,1
Amazon,Movie,France,2020,PG-13,Comedy,1
Amazon,Movie,Georgia,2020,18+,Drama,1
Amazon,Movie,Germany,2002,R,Drama,1
Amazon,Movie,Germany,2002,R,Suspense,1
Amazon,Movie,Germany,2003,PG-13,Action,1
Amazon,Movie,Germany,2003,PG-13,Adventure,1
Amazon,Movie,Germany,2003,PG-13,Drama,1
Amazon,Movie,Germany,2004,PG-13,Action,1
Amazon,Movie,Germany,2004,PG-13,Comedy,1
Amazon,Movie,Germany,2004,PG-13,Drama,1
Amazon,Movie,Germany,2005,PG-13,Action,1
Amazon,Movie,Germany,2005,PG-13,Science Fiction,1
Amazon,Movie,Germany,2008,R,Action,1
Amazon,Movie,Germany,2008,R,Comedy,1
Amazon,Movie,Germany,2009,PG-13,Drama,1
Amazon,Movie,Germany,2009,PG-13,Suspense,1
Amazon,Movie,Germany,2011,R,Action,1
Amazon,Movie,Germany,2011,R,Drama,1
Amazon,Movie,Germany,2011,R,Suspense,1
Amazon,Movie,Germany,2012,R,Action,2
Amazon,Movie,Germany,2012,R,Horror,1
Amazon,Movie,Germany,2012,R,Science Fiction,2
Amazon,Movie,Germany,2018,13+,Comedy,1
Amazon,Movie,Germany,2018,13+,Drama,1
Amazon,Movie,Germany,2019,13+,Documentary,1
Amazon,Movie,Germany,2019,13+,Special Interest,1
Amazon,Movie,Germany,2019,G,Documentary,1
Amazon,Movie,Germany,2019,G,Special Interest,1
Amazon,Movie,Germany,2020,13+,Documentary,1
Amazon,Movie,Germany,2020,R,Drama,1
Amazon,Movie,Germany,2020,R,Suspense,1
Amazon,Movie,Hong Kong,2003,PG-13,Action,1
Amazon,Movie,Hong Kong,2003,PG-13,Adventure,1
Amazon,Movie,Hong Kong,2003,PG-13,Drama,1
Amazon,Movie,Hungary,2020,16+,Arts,1
Amazon,Movie,Hungary,2020,16+,Culture,1
Amazon,Movie,Hungary,2020,16+,Entertainment,1
Amazon,Movie,Hungary,2020,16+,Fantasy,1
Amazon,Movie,Hungary,2020,16+,Science Fiction,1
Amazon,Movie,India,1973,7+,Drama,1
Amazon,Movie,India,1973,7+,International,1
Amazon,Movie,India,1979,16+,International,1
Amazon,Movie,India,1979,16+,Romance,1
Amazon,Movie,India,1981,7+,Drama,1
Amazon,Movie,India,1981,7+,International,1
Amazon,Movie,India,1981,7+,Romance,1
Amazon,Movie,India,1984,All Ages,Drama,2
Amazon,Movie,India,1984,All Ages,International,2
Amazon,Movie,India,1989,All Ages,Drama,1
Amazon,Movie,India,1989,All Ages,International,1
Amazon,Movie,India,1989,All Ages,Romance,1
Amazon,Movie,India,1990,All Ages,Drama,1
Amazon,Movie,India,1990,All Ages,International,1
Amazon,Movie,India,1990,All Ages,Romance,1
Amazon,Movie,India,1991,13+,Action,1
Amazon,Movie,India,1991,13+,Romance,1
Amazon,Movie,India,1991,All Ages,Drama,1
Amazon,Movie,India,1991,All Ages,International,1
Amazon,Movie,India,1991,All Ages,Romance,1
Amazon,Movie,India,1992,13+,Drama,1
Amazon,Movie,India,1992,13+,Romance,1
Amazon,Movie,India,1993,13+,Drama,1
Amazon,Movie,India,1993,13+,International,1
Amazon,Movie,India,1993,13+,Suspense,1
Amazon,Movie,India,1993,16+,Drama,1
Amazon,Movie,India,1993,16+,International,1
Amazon,Movie,India,1993,16+,Romance,1
Amazon,Movie,India,1993,All Ages,Comedy,1
Amazon,Movie,India,1993,All Ages,Drama,1
Amazon,Movie,India,1993,All Ages,Romance,1
Amazon,Movie,India,1994,All Ages,Drama,1
Amazon,Movie,India,1994,All Ages,International,1
Amazon,Movie,India,1994,All Ages,Romance,1
Amazon,Movie,India,1995,7+,Romance,1
Amazon,Movie,India,1998,All Ages,Comedy,1
Amazon,Movie,India,1998,All Ages,Concerts,1
Amazon,Movie,India,1998,All Ages,Drama,1
Amazon,Movie,India,1998,All Ages,Music Videos ,1
Amazon,Movie,India,2001,All Ages,Drama,1
Amazon,Movie,India,2001,All Ages,Romance,1
Amazon,Movie,India,2002,All Ages,Drama,1
Amazon,Movie,India,2002,All Ages,International,1
Amazon,Movie,India,2002,All Ages,Romance,1
Amazon,Movie,India,2003,All Ages,Comedy,1
Amazon,Movie,India,2003,All Ages,Drama,1
Amazon,Movie,India,2003,All Ages,International,1
Amazon,Movie,India,2004,13+,Action,1
Amazon,Movie,India,2004,13+,International,1
Amazon,Movie,India,2005,All Ages,Comedy,1
Amazon,Movie,India,2006,13+,Action,2
Amazon,Movie,India,2006,13+,International,1
Amazon,Movie,India,2006,13+,Romance,2
Amazon,Movie,India,2006,All Ages,Comedy,1
Amazon,Movie,India,2007,All Ages,Arts,1
Amazon,Movie,India,2007,All Ages,Comedy,1
Amazon,Movie,India,2007,All Ages,Culture,1
Amazon,Movie,India,2007,All Ages,Drama,2
Amazon,Movie,India,2007,All Ages,Entertainment,1
Amazon,Movie,India,2007,All Ages,International,1
Amazon,Movie,India,2007,All Ages,Kids,1
Amazon,Movie,India,2008,13+,Comedy,1
Amazon,Movie,India,2008,13+,International,1
Amazon,Movie,India,2008,13+,Romance,1
Amazon,Movie,India,2008,16+,Action,1
Amazon,Movie,India,2008,16+,International,1
Amazon,Movie,India,2008,All Ages,Arts,1
Amazon,Movie,India,2008,All Ages,Comedy,1
Amazon,Movie,India,2008,All Ages,Culture,1
Amazon,Movie,India,2008,All Ages,Drama,2
Amazon,Movie,India,2008,All Ages,Entertainment,1
Amazon,Movie,India,2008,All Ages,International,2
Amazon,Movie,India,2008,All Ages,Romance,1
Amazon,Movie,India,2009,13+,Comedy,1
Amazon,Movie,India,2009,13+,Drama,1
Amazon,Movie,India,2009,13+,International,2
Amazon,Movie,India,2009,13+,Suspense,1
Amazon,Movie,India,2009,All Ages,Comedy,1
Amazon,Movie,India,2009,All Ages,Kids,1
Amazon,Movie,India,2010,13+,Drama,1
Amazon,Movie,India,2010,13+,International,1
Amazon,Movie,India,2010,All Ages,Romance,1
Amazon,Movie,India,2011,13+,Comedy,2
Amazon,Movie,India,2011,13+,International,3
Amazon,Movie,India,2011,13+,Romance,3
Amazon,Movie,India,2011,18+,Comedy,1
Amazon,Movie,India,2011,18+,Drama,1
Amazon,Movie,India,2011,18+,International,1
Amazon,Movie,India,2012,13+,Drama,1
Amazon,Movie,India,2012,13+,International,1
Amazon,Movie,India,2012,13+,Romance,1
Amazon,Movie,India,2012,NR,Action,1
Amazon,Movie,India,2012,NR,International,1
Amazon,Movie,India,2012,NR,Romance,1
Amazon,Movie,India,2012,PG,International,1
Amazon,Movie,India,2013,13+,Action,1
Amazon,Movie,India,2013,13+,Comedy,1
Amazon,Movie,India,2013,13+,International,2
Amazon,Movie,India,2013,13+,Romance,1
Amazon,Movie,India,2013,All Ages,Arts,1
Amazon,Movie,India,2013,All Ages,Culture,1
Amazon,Movie,India,2013,All Ages,Documentary,1
Amazon,Movie,India,2013,All Ages,Entertainment,1
Amazon,Movie,India,2013,All Ages,International,1
Amazon,Movie,India,2013,All Ages,Romance,1
Amazon,Movie,India,2013,All Ages,Special Interest,1
Amazon,Movie,India,2014,13+,Comedy,2
Amazon,Movie,India,2014,13+,Drama,3
Amazon,Movie,India,2014,13+,International,1
Amazon,Movie,India,2014,13+,Suspense,2
Amazon,Movie,India,2014,18+,Drama,1
Amazon,Movie,India,2014,18+,International,1
Amazon,Movie,India,2014,18+,Suspense,1
Amazon,Movie,India,2014,7+,Documentary,1
Amazon,Movie,India,2014,7+,Special Interest,1
Amazon,Movie,India,2015,13+,Action,1
Amazon,Movie,India,2015,13+,Comedy,1
Amazon,Movie,India,2015,13+,Drama,2
Amazon,Movie,India,2015,13+,Romance,1
Amazon,Movie,India,2015,13+,Sports,1
Amazon,Movie,India,2016,13+,Action,1
Amazon,Movie,India,2016,13+,Drama,5
Amazon,Movie,India,2016,13+,Horror,1
Amazon,Movie,India,2016,13+,International,5
Amazon,Movie,India,2016,13+,Romance,3
Amazon,Movie,India,2016,13+,Science Fiction,1
Amazon,Movie,India,2016,13+,Suspense,1
Amazon,Movie,India,2016,16+,Comedy,1
Amazon,Movie,India,2016,16+,Drama,1
Amazon,Movie,India,2016,16+,International,2
Amazon,Movie,India,2016,16+,Suspense,1
Amazon,Movie,India,2016,18+,International,1
Amazon,Movie,India,2016,18+,Suspense,1
Amazon,Movie,India,2016,All Ages,Action,2
Amazon,Movie,India,2016,All Ages,Comedy,1
Amazon,Movie,India,2016,All Ages,Drama,4
Amazon,Movie,India,2016,All Ages,International,4
Amazon,Movie,India,2016,All Ages,Romance,1
Amazon,Movie,India,2016,NR,Horror,1
Amazon,Movie,India,2016,NR,International,1
Amazon,Movie,India,2017,13+,Action,5
Amazon,Movie,India,2017,13+,Comedy,7
Amazon,Movie,India,2017,13+,Drama,11
Amazon,Movie,India,2017,13+,International,11
Amazon,Movie,India,2017,13+,Romance,3
Amazon,Movie,India,2017,18+,Action,1
Amazon,Movie,India,2017,18+,Drama,2
Amazon,Movie,India,2017,18+,International,2
Amazon,Movie,India,2017,All Ages,Action,1
Amazon,Movie,India,2017,All Ages,Comedy,2
Amazon,Movie,India,2017,All Ages,Drama,4
Amazon,Movie,India,2017,All Ages,International,6
Amazon,Movie,India,2017,All Ages,Romance,2
Amazon,Movie,India,2018,13+,Action,4
Amazon,Movie,India,2018,13+,Adventure,1
Amazon,Movie,India,2018,13+,Arts,3
Amazon,Movie,India,2018,13+,Comedy,9
Amazon,Movie,India,2018,13+,Culture,3
Amazon,Movie,India,2018,13+,Drama,13
Amazon,Movie,India,2018,13+,Entertainment,3
Amazon,Movie,India,2018,13+,Historical,1
Amazon,Movie,India,2018,13+,International,18
Amazon,Movie,India,2018,13+,Romance,2
Amazon,Movie,India,2018,13+,Suspense,2
Amazon,Movie,India,2018,18+,Action,1
Amazon,Movie,India,2018,18+,Adventure,1
Amazon,Movie,India,2018,18+,Arts,1
Amazon,Movie,India,2018,18+,Comedy,2
Amazon,Movie,India,2018,18+,Culture,1
Amazon,Movie,India,2018,18+,Drama,1
Amazon,Movie,India,2018,18+,Entertainment,1
Amazon,Movie,India,2018,18+,Horror,2
Amazon,Movie,India,2018,18+,International,5
Amazon,Movie,India,2018,18+,Suspense,2
Amazon,Movie,India,2018,7+,Drama,1
Amazon,Movie,India,2018,7+,International,1
Amazon,Movie,India,2018,7+,Suspense,1
Amazon,Movie,India,2018,All Ages,Action,1
Amazon,Movie,India,2018,All Ages,Adventure,1
Amazon,Movie,India,2018,All Ages,Drama,3
Amazon,Movie,India,2018,All Ages,International,2
Amazon,Movie,India,2019,13+,Action,6
Amazon,Movie,India,2019,13+,Comedy,5
Amazon,Movie,India,2019,13+,Drama,19
Amazon,Movie,India,2019,13+,Horror,1
Amazon,Movie,India,2019,13+,International,17
Amazon,Movie,India,2019,13+,Romance,2
Amazon,Movie,India,2019,13+,Suspense,5
Amazon,Movie,India,2019,16+,Action,3
Amazon,Movie,India,2019,16+,Arts,1
Amazon,Movie,India,2019,16+,Comedy,2
Amazon,Movie,India,2019,16+,Culture,1
Amazon,Movie,India,2019,16+,Drama,5
Amazon,Movie,India,2019,16+,Entertainment,1
Amazon,Movie,India,2019,16+,Historical,1
Amazon,Movie,India,2019,16+,International,2
Amazon,Movie,India,2019,16+,Suspense,1
Amazon,Movie,India,2019,18+,Action,2
Amazon,Movie,India,2019,18+,Comedy,1
Amazon,Movie,India,2019,18+,Drama,3
Amazon,Movie,India,2019,18+,International,3
Amazon,Movie,India,2019,18+,Suspense,1
Amazon,Movie,India,2019,7+,Action,1
Amazon,Movie,India,2019,7+,Drama,1
Amazon,Movie,India,2019,7+,International,1
Amazon,Movie,India,2019,All Ages,Comedy,2
Amazon,Movie,India,2019,All Ages,Drama,5
Amazon,Movie,India,2019,All Ages,International,4
Amazon,Movie,India,2019,All Ages,Kids,1
Amazon,Movie,India,2019,All Ages,Romance,1
Amazon,Movie,India,2019,All Ages,Science Fiction,1
Amazon,Movie,India,2019,All Ages,Suspense,2
Amazon,Movie,India,2019,NR,Action,1
Amazon,Movie,India,2019,NR,Comedy,1
Amazon,Movie,India,2019,NR,Drama,1
Amazon,Movie,India,2019,NR,Horror,1
Amazon,Movie,India,2019,NR,International,4
Amazon,Movie,India,2019,PG-13,Arts,1
Amazon,Movie,India,2019,PG-13,Culture,1
Amazon,Movie,India,2019,PG-13,Entertainment,1
Amazon,Movie,India,2020,13+,Action,2
Amazon,Movie,India,2020,13+,Adventure,1
Amazon,Movie,India,2020,13+,Comedy,7
Amazon,Movie,India,2020,13+,Drama,9
Amazon,Movie,India,2020,13+,International,1
Amazon,Movie,India,2020,13+,Science Fiction,1
Amazon,Movie,India,2020,13+,Suspense,1
Amazon,Movie,India,2020,16+,Action,1
Amazon,Movie,India,2020,16+,Arts,1
Amazon,Movie,India,2020,16+,Comedy,4
Amazon,Movie,India,2020,16+,Culture,1
Amazon,Movie,India,2020,16+,Drama,4
Amazon,Movie,India,2020,16+,Entertainment,1
Amazon,Movie,India,2020,16+,Horror,2
Amazon,Movie,India,2020,16+,International,4
Amazon,Movie,India,2020,16+,LGBTQ,1
Amazon,Movie,India,2020,16+,Suspense,4
Amazon,Movie,India,2020,18+,Drama,1
Amazon,Movie,India,2020,18+,International,1
Amazon,Movie,India,2020,NR,Action,1
Amazon,Movie,India,2020,NR,Comedy,1
Amazon,Movie,India,2020,NR,Drama,1
Amazon,Movie,India,2021,13+,Action,1
Amazon,Movie,India,2021,13+,Drama,3
Amazon,Movie,India,2021,13+,Romance,2
Amazon,Movie,India,2021,13+,Sports,1
Amazon,Movie,India,2021,13+,Suspense,5
Amazon,Movie,India,2021,16+,Comedy,1
Amazon,Movie,India,2021,16+,Suspense,2
Amazon,Movie,India,2021,18+,Action,1
Amazon,Movie,India,2021,18+,Comedy,1
Amazon,Movie,India,2021,18+,Drama,2
Amazon,Movie,India,2021,All Ages,Comedy,1
Amazon,Movie,India,2021,All Ages,Drama,3
Amazon,Movie,India,2021,All Ages,Sports,1
Amazon,Movie,India,2021,All Ages,Suspense,2
Amazon,Movie,India,2021,NR,Action,2
Amazon,Movie,India,2021,NR,Horror,1
Amazon,Movie,India,2021,NR,Suspense,2
Amazon,Movie,India,2021,PG-13,Drama,2
Amazon,Movie,India,2021,PG-13,Suspense,2
Amazon,Movie,Iran,2016,PG-13,Drama,1
Amazon,Movie,Ireland,1995,PG,Drama,1
Amazon,Movie,Ireland,2019,R,Action,1
Amazon,Movie,Ireland,2019,R,Adventure,1
Amazon,Movie,Ireland,2019,R,Western,1
Amazon,Movie,Italy,1959,13+,Comedy,1
Amazon,Movie,Italy,1962,16+,Comedy,1
Amazon,Movie,Italy,1963,13+,Comedy,1
Amazon,Movie,Italy,2002,R,Drama,1
Amazon,Movie,Italy,2002,R,Suspense,1
Amazon,Movie,Italy,2003,18+,Drama,1
Amazon,Movie,Italy,2003,18+,Romance,1
Amazon,Movie,Italy,2005,PG-13,Action,1
Amazon,Movie,Italy,2005,PG-13,Science Fiction,1
Amazon,Movie,Italy,2015,13+,Comedy,1
Amazon,Movie,Italy,2017,R,Drama,1
Amazon,Movie,Italy,2017,R,Suspense,1
Amazon,Movie,Italy,2019,16+,Documentary,1
Amazon,Movie,Italy,2019,7+,Action,1
Amazon,Movie,Italy,2019,7+,Drama,1
Amazon,Movie,Italy,2019,7+,Fantasy,1
Amazon,Movie,Italy,2020,13+,Comedy,1
Amazon,Movie,Italy,2020,13+,Drama,1
Amazon,Movie,Italy,2020,16+,Drama,1
Amazon,Movie,Italy,2020,16+,LGBTQ,1
Amazon,Movie,Japan,2003,PG-13,Action,1
Amazon,Movie,Japan,2003,PG-13,Adventure,1
Amazon,Movie,Japan,2003,PG-13,Drama,1
Amazon,Movie,Japan,2006,PG-13,Horror,1
Amazon,Movie,Japan,2010,R,Action,1
Amazon,Movie,Japan,2010,R,Adventure,1
Amazon,Movie,Japan,2010,R,Animation,1
Amazon,Movie,Japan,2015,18+,Action,1
Amazon,Movie,Japan,2015,18+,Horror,1
Amazon,Movie,Kazakhstan,2006,R,Comedy,1
Amazon,Movie,Kosovo,2018,16+,Drama,1
Amazon,Movie,Kosovo,2020,18+,Drama,1
Amazon,Movie,Luxembourg,2019,R,Action,1
Amazon,Movie,Luxembourg,2019,R,Adventure,1
Amazon,Movie,Luxembourg,2019,R,Western,1
Amazon,Movie,Malaysia,2019,16+,Science Fiction,1
Amazon,Movie,Malaysia,2019,16+,Suspense,1
Amazon,Movie,Mexico,2003,R,Action,1
Amazon,Movie,Mexico,2003,R,Adventure,1
Amazon,Movie,Mexico,2003,R,Drama,1
Amazon,Movie,Monaco,2015,PG-13,Action,1
Amazon,Movie,Netherlands,2001,13+,Drama,1
Amazon,Movie,Netherlands,2015,16+,LGBTQ,1
Amazon,Movie,Netherlands,2015,16+,Romance,1
Amazon,Movie,Netherlands,2015,16+,Sports,1
Amazon,Movie,Netherlands,2018,16+,Drama,1
Amazon,Movie,Norway,2011,R,Action,1
Amazon,Movie,Norway,2011,R,Drama,1
Amazon,Movie,Norway,2011,R,Suspense,1
Amazon,Movie,Poland,2021,7+,Animation,1
Amazon,Movie,Poland,2021,7+,Kids,1
Amazon,Movie,Portugal,2016,16+,Documentary,1
Amazon,Movie,Portugal,2016,16+,Special Interest,1
Amazon,Movie,Singapore,2010,R,Action,1
Amazon,Movie,Singapore,2010,R,Adventure,1
Amazon,Movie,Singapore,2010,R,Animation,1
Amazon,Movie,South Africa,2006,13+,Action,1
Amazon,Movie,South Africa,2017,16+,Documentary,1
Amazon,Movie,South Africa,2017,16+,Special Interest,1
Amazon,Movie,South Korea,2010,R,Action,1
Amazon,Movie,South Korea,2010,R,Adventure,1
Amazon,Movie,South Korea,2010,R,Animation,1
Amazon,Movie,Spain,1962,16+,Comedy,1
Amazon,Movie,Spain,2003,18+,Drama,1
Amazon,Movie,Spain,2003,18+,Romance,1
Amazon,Movie,Spain,2016,16+,Drama,1
Amazon,Movie,Spain,2016,16+,Romance,1
Amazon,Movie,Spain,2020,13+,Comedy,1
Amazon,Movie,Spain,2020,Other,Documentary,1
Amazon,Movie,Spain,2020,Other,Sports,1
Amazon,Movie,Spain,2021,13+,Arthouse,1
Amazon,Movie,Spain,2021,13+,Drama,1
Amazon,Movie,Spain,2021,13+,LGBTQ,1
Amazon,Movie,Sweden,2011,R,Action,1
Amazon,Movie,Sweden,2011,R,Drama,1
Amazon,Movie,Sweden,2011,R,Suspense,1
Amazon,Movie,Sweden,2017,13+,Documentary,1
Amazon,Movie,Sweden,2018,18+,Horror,1
Amazon,Movie,Sweden,2018,18+,International,1
Amazon,Movie,Sweden,2018,18+,Suspense,1
Amazon,Movie,Switzerland,2003,PG-13,Action,1
Amazon,Movie,Switzerland,2013,All Ages,Arts,1
Amazon,Movie,Switzerland,2013,All Ages,Culture,1
Amazon,Movie,Switzerland,2013,All Ages,Documentary,1
Amazon,Movie,Switzerland,2013,All Ages,Entertainment,1
Amazon,Movie,Switzerland,2013,All Ages,Special Interest,1
Amazon,Movie,Switzerland,2019,13+,Comedy,1
Amazon,Movie,Switzerland,2019,13+,Drama,1
Amazon,Movie,Switzerland,2021,16+,Horror,1
Amazon,Movie,Switzerland,2021,16+,Suspense,1
Amazon,Movie,Thailand,2016,R,Action,1
Amazon,Movie,Thailand,2016,R,Suspense,1
Amazon,Movie,United Arab Emirates,2011,PG-13,Action,1
Amazon,Movie,United Arab Emirates,2011,PG-13,Suspense,1
Amazon,Movie,United Kingdom,1989,Other,Drama,1
Amazon,Movie,United Kingdom,1989,Other,Fantasy,2
Amazon,Movie,United Kingdom,1989,Other,Kids,1
Amazon,Movie,United Kingdom,1992,R,Horror,1
Amazon,Movie,United Kingdom,1992,R,Science Fiction,1
Amazon,Movie,United Kingdom,2000,13+,Comedy,1
Amazon,Movie,United Kingdom,2000,13+,Drama,1
Amazon,Movie,United Kingdom,2001,13+,Drama,1
Amazon,Movie,United Kingdom,2003,16+,Action,1
Amazon,Movie,United Kingdom,2003,16+,Adventure,1
Amazon,Movie,United Kingdom,2003,16+,Drama,1
Amazon,Movie,United Kingdom,2003,18+,Drama,1
